N° Documento	Clase	Fecha Contabilización	Dias	Cuenta	Usuario	Texto	Texto cabecera	Centro de costo	Referencia	Moneda doc.	Debe	Haber
2237869		07-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	30			0	-2.339.181
7593945		07-01-2025		1101500002	7123	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	36			179.138	0
7593965		07-01-2025		1101500002	2081	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	36			40.000.000	0
7593983		07-01-2025		1101500002	1687	02-VALOR CHEQUES	DEPOSITO DE APERTURA DEPOSITOS A PLAZO PLAZO RENOVAB $7.35 PESOS	36			500.000	0
7593999		07-01-2025		1101500002	151	02-VALOR CHEQUES	DEPOSITO DE APERTURA DEPOSITOS A PLAZO PLAZO FIJO $ 36-90 PESOS	36			1.000.000	0
7594015		07-01-2025		1101500002	2081	02-VALOR CHEQUES	DEPOSITO DE APERTURA DEPOSITOS A PLAZO PLAZO RENOVAB $36.90 PESOS	36			1.000.000	0
7594959		07-01-2025		1101500002	2081	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	36			4.267.905	0
7595072		07-01-2025		1101500002	1687	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	36			40.000.000	0
7595108		07-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	36			0	-33.589.940
7595109		07-01-2025		1101500002	151	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	36			383.330	0
7595221		07-01-2025		1101500002	151	73-OP INGRESO CHQS	INGRESOS VARIOS PESOS	36			1.066.100	0
7595223		07-01-2025		1101500002	151	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	36			0	-492.043
7595224		07-01-2025		1101500002	151	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	36			153.028	0
7595239		07-01-2025		1101500002	2081	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	36			0	-408.400
7595267		07-01-2025		1101500002	151	01-VALOR MONEDA NACIONAL	VENTA CHEQUES MONEDA EXTRANJEA PESOS	36			449.306	0
7595270		07-01-2025		1101500002	1687	01-VALOR MONEDA NACIONAL	VENTA CHEQUES MONEDA EXTRANJEA PESOS	36			6.000.000	0
7595274		07-01-2025		1101500002	2081	01-VALOR MONEDA NACIONAL	VENTA CHEQUES MONEDA EXTRANJEA PESOS	36			408.400	0
2386454		07-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	29			0	-10.795.766
2386805		07-01-2025		1101500002	1251	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	29			1.288.268	0
2386812		07-01-2025		1101500002	1251	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	29			380.800	0
2386989		07-01-2025		1101500002	1251	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	29			230.000	0
2387000		07-01-2025		1101500002	1251	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	29			4.100.000	0
2513516		07-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	19			0	-4.596.760
2514143		07-01-2025		1101500002	612	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	19			68.000.000	0
2514176		07-01-2025		1101500002	612	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	19			0	-172.831.561
2514193		07-01-2025		1101500002	612	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	19			2.119.430	0
2514232		07-01-2025		1101500002	612	74-PAGO ALTO VALOR CAMARA	INGRESOS VARIOS PESOS	19			123.791.360	0
2574537		07-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	21			0	-722.584
2654943		07-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	8			0	-18.133.490
2655471		07-01-2025		1101500002	2499	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	8			636.044	0
2747374		07-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	11			43.315.440	0
2747861		07-01-2025		1101500002	6	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	11			1.050.000	0
2747868		07-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	11			0	-43.315.440
2747902		07-01-2025		1101500002	6	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	11			9.641.910	0
2866052		07-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	17			0	-17.599.351
2866778		07-01-2025		1101500002	8374	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	17			3.000.000	0
2867126		07-01-2025		1101500002	8374	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	17			5.155.456	0
2867138		07-01-2025		1101500002	8374	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	17			1.137.278	0
2867140		07-01-2025		1101500002	8374	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	17			0	-3.690.508
3147307		07-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	15			0	-3.944.908
3147308		07-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	15			41.980.163	0
3147997		07-01-2025		1101500002	28	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	15			1.112.648	0
3148290		07-01-2025		1101500002	28	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	15			0	-50.000.000
3148318		07-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	15			0	-41.980.163
3148330		07-01-2025		1101500002	28	74-PAGO ALTO VALOR CAMARA	INGRESOS VARIOS PESOS	15			50.000.000	0
3148334		07-01-2025		1101500002	28	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	15			0	-130.292
3148341		07-01-2025		1101500002	28	01-VALOR MONEDA NACIONAL	VENTA CHEQUES MONEDA EXTRANJEA PESOS	15			130.292	0
3238693		07-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	12			0	-29.926.614
3238694		07-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	12			25.663.000	0
3239235		07-01-2025		1101500002	286	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	12			1.117.379	0
3239565		07-01-2025		1101500002	286	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	12			5.100.000	0
3239585		07-01-2025		1101500002	286	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	12			350.000	0
3239591		07-01-2025		1101500002	286	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	12			1.952.510	0
3239592		07-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	12			0	-25.663.000
3239609		07-01-2025		1101500002	286	03-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	12			6.611.360	0
3239621		07-01-2025		1101500002	286	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	12			0	-51.579.920
3239645		07-01-2025		1101500002	286	74-PAGO ALTO VALOR CAMARA	INGRESOS VARIOS PESOS	12			51.579.920	0
3244282		07-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	5			0	-15.535.110
3244704		07-01-2025		1101500002	2041	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	5			27.488.700	0
3245029		07-01-2025		1101500002	2041	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	5			374.597	0
3323172		07-01-2025		1101500002	583	REG RANCAGUA	REG RANCAGUA	7			0	-212.000.000
3323180		07-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	7			0	-212.756.721
3323738		07-01-2025		1101500002	9434	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	7			1.366.284	0
3323762		07-01-2025		1101500002	9434	02-VALOR CHEQUES	DEPOSITO DE APERTURA DEPOSITOS A PLAZO PLAZO RENOVAB $7.35 PESOS	7			2.000.000	0
3324085		07-01-2025		1101500002	9434	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	7			5.706.307	0
7595677		08-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	36			9.943.929	0
7595678		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	36			0	-95.053.304
7597546		08-01-2025		1101500002	151	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	36			492.043	0
7597548		08-01-2025		1101500002	2081	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	36			408.400	0
7597561		08-01-2025		1101500002	151	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	36			1.499.400	0
7597566		08-01-2025		1101500002	2081	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	36			13.412.792	0
7597574		08-01-2025		1101500002	1687	02-VALOR CHEQUES	DEPOSITO DE APERTURA DEPOSITOS A PLAZO PLAZO FIJO $ 7-35 PESOS	36			75.329.914	0
7597603		08-01-2025		1101500002	2081	02-VALOR CHEQUES	DEPOSITO DE APERTURA DEPOSITOS A PLAZO PLAZO FIJO $ 36-90 PESOS	36			600.000	0
7597614		08-01-2025		1101500002	1687	02-VALOR CHEQUES	DEPOSITO DE APERTURA DEPOSITOS A PLAZO PLAZO RENOVAB $36.90 PESOS	36			1.200.000	0
7597617		08-01-2025		1101500002	2081	02-VALOR CHEQUES	DEPOSITO DE APERTURA DEPOSITOS A PLAZO PLAZO RENOVAB $36.90 PESOS	36			9.800.000	0
599481		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	55			0	-10.100.000
599694		08-01-2025		1101500002	233	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	55			97.256	0
599809		08-01-2025		1101500002	449	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	55			237.590	0
599821		08-01-2025		1101500002	233	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	55			46.699	0
599837		08-01-2025		1101500002	233	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	55			0	-46.699
599842		08-01-2025		1101500002	449	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	55			0	-327.871
599843		08-01-2025		1101500002	449	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	55			90.281	0
812796		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	58			0	-176.046
813376		08-01-2025		1101500002	1763	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	58			2.468.000	0
1214309		08-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	54			5.030.000	0
1214310		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	54			0	-1.302.157
1214667		08-01-2025		1101500002	3050	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	54			2.187.110	0
1214851		08-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	54			0	-5.030.000
1214881		08-01-2025		1101500002	3050	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	54			950.000	0
1462890		08-01-2025		1101500002	1641	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	47			60.644	0
1463027		08-01-2025		1101500002	1641	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	47			0	-19.202.000
1463034		08-01-2025		1101500002	1641	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	47			6.564.031	0
1489271		08-01-2025		1101500002	96	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	48			3.438.800	0
1489289		08-01-2025		1101500002	96	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	48			0	-3.438.800
1566231		08-01-2025		1101500002	8234	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	51			1.126.720	0
1584292		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	43			0	-1.818.230
1584489		08-01-2025		1101500002	9676	02-VALOR CHEQUES	DEPOSITO DE APERTURA DEPOSITOS A PLAZO PLAZO FIJO $ 36-90 PESOS	43			60.000.000	0
1584555		08-01-2025		1101500002	9676	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	43			800.000	0
1584562		08-01-2025		1101500002	9676	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	43			710.812	0
1584579		08-01-2025		1101500002	9676	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	43			931.082	0
1753564		08-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	42			2.500.000	0
1753565		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	42			0	-538.470
1753567		08-01-2025		1101500002	583	REG VV POR COBRAR	REG VV POR COBRAR	42			0	-100.000.000
1753952		08-01-2025		1101500002	5308	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	42			224.000	0
1753952		08-01-2025		1101500002	5308	03-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	42			288.000	0
1754149		08-01-2025		1101500002	5308	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	42			70.604	0
1754158		08-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	42			0	-2.500.000
1976739		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	14			0	-820.373
1976966		08-01-2025		1101500002	9179	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	14			3.640.313	0
1977106		08-01-2025		1101500002	9179	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	14			2.166.820	0
1977126		08-01-2025		1101500002	9179	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	14			0	-2.166.820
2019695		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	27			0	-270.839
2020213		08-01-2025		1101500002	736	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	27			11.047.939	0
2020219		08-01-2025		1101500002	736	73-OP INGRESO CHQS	INGRESOS VARIOS PESOS	27			2.850.660	0
2020221		08-01-2025		1101500002	736	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	27			994.285	0
2146257		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	34			0	-7.361.193
2238124		08-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	30			30.000.000	0
2238125		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	30			0	-22.026.904
2238126		08-01-2025		1101500002	583	REG OBS	REG OBS	30			0	-30.000.000
2238499		08-01-2025		1101500002	1184	02-VALOR CHEQUES	DEPOSITO DE APERTURA DEPOSITOS A PLAZO PLAZO RENOVAB $36.90 PESOS	30			10.000.000	0
2238661		08-01-2025		1101500002	633	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	30			0	-62.660.819
2238668		08-01-2025		1101500002	955	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	30			386.740	0
2238682		08-01-2025		1101500002	633	74-PAGO ALTO VALOR CAMARA	INGRESOS VARIOS PESOS	30			62.660.819	0
7598591		08-01-2025		1101500002	2081	03-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	36			806.260	0
7598594		08-01-2025		1101500002	1687	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	36			21.800	0
7598621		08-01-2025		1101500002	1687	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	36			13.573.140	0
7598624		08-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	36			0	-9.943.929
7598625		08-01-2025		1101500002	2081	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	36			5.655.999	0
7598698		08-01-2025		1101500002	151	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	36			0	-52.309.684
7598713		08-01-2025		1101500002	151	74-PAGO ALTO VALOR CAMARA	INGRESOS VARIOS PESOS	36			52.309.684	0
7598715		08-01-2025		1101500002	151	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	36			1.014.179	0
7598753		08-01-2025		1101500002	151	01-VALOR MONEDA NACIONAL	VENTA CHEQUES MONEDA EXTRANJEA PESOS	36			354.692	0
7598758		08-01-2025		1101500002	1687	01-VALOR MONEDA NACIONAL	VENTA CHEQUES MONEDA EXTRANJEA PESOS	36			277.825	0
2387227		08-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	29			15.000.000	0
2387228		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	29			0	-5.999.068
2387579		08-01-2025		1101500002	1251	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	29			1.081.175	0
2387745		08-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	29			0	-15.000.000
2387761		08-01-2025		1101500002	1251	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	29			1.772.020	0
2387770		08-01-2025		1101500002	1102	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	29			79.677	0
2387780		08-01-2025		1101500002	1102	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	29			0	-79.677
2514550		08-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	19			40.000.000	0
2514551		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	19			0	-2.119.430
2514553		08-01-2025		1101500002	583	REG VV POR COBRAR	REG VV POR COBRAR	19			0	-68.000.000
2515128		08-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	19			0	-40.000.000
2515177		08-01-2025		1101500002	612	73-OP INGRESO CHQS	INGRESOS VARIOS PESOS	19			68.000.000	0
2575534		08-01-2025		1101500002	3869	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	21			780.878	0
2575735		08-01-2025		1101500002	3869	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	21			1.906.840	0
2655676		08-01-2025		1101500002	583	REG ABONO CLIENTE	REG ABONO CLIENTE	8			4.500.000	0
2655681		08-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	8			78.040.740	0
2655682		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	8			0	-636.044
2655683		08-01-2025		1101500002	583	REG OBS	REG OBS	8			0	-4.580.740
2656149		08-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	8			0	-73.460.000
2656160		08-01-2025		1101500002	2499	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	8			3.978.162	0
2656168		08-01-2025		1101500002	2499	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	8			0	-227.570
2656175		08-01-2025		1101500002	2499	01-VALOR MONEDA NACIONAL	VENTA CHEQUES MONEDA EXTRANJEA PESOS	8			227.570	0
2748155		08-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	11			15.000.000	0
2748156		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	11			0	-10.691.910
2748582		08-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	11			0	-15.000.000
2867393		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	17			0	-5.602.226
2868071		08-01-2025		1101500002	8374	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	17			3.690.508	0
2868403		08-01-2025		1101500002	8374	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	17			6.377.883	0
2868405		08-01-2025		1101500002	8374	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE PERSONAS PESOS	17			80.865.199	0
2868427		08-01-2025		1101500002	8374	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	17			35.714	0
2868429		08-01-2025		1101500002	8374	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	17			0	-2.192.597
3148547		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	15			0	-1.112.648
3149200		08-01-2025		1101500002	28	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	15			130.292	0
3149204		08-01-2025		1101500002	28	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	15			10.000.000	0
3149468		08-01-2025		1101500002	28	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	15			3.141.523	0
3149504		08-01-2025		1101500002	28	01-VALOR MONEDA NACIONAL	VENTA CHEQUES MONEDA EXTRANJEA PESOS	15			452.373	0
3239908		08-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	12			5.148.951	0
3239909		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	12			0	-15.131.249
3240703		08-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	12			0	-5.148.951
3240708		08-01-2025		1101500002	286	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	12			4.832.690	0
3240744		08-01-2025		1101500002	286	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	12			0	-4.832.690
3245357		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	5			0	-27.863.297
3324374		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	7			0	-7.072.591
3324898		08-01-2025		1101500002	9434	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	7			2.000.000	0
3325205		08-01-2025		1101500002	9434	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	7			220.000	0
3442393		08-01-2025		1101500002	583	REG SOBRANTE	REG SOBRANTE	10			150.000	0
3969260		08-01-2025		1101500002	583	CANJE RECIBIDO	CANJE RECIBIDO	20			3.698.657	0
3969261		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	20			0	-45.353.648
3970218		08-01-2025		1101500002	5165	01-VALE VISTA  PAGADO MISMA OFICINA	PAGO VALE VISTA CAMARA VALES VISTA VALES VISTA PESOS	20			0	-3.698.657
3970239		08-01-2025		1101500002	4169	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	20			353.648	0
5245804		08-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	2			0	-637.813
5246498		08-01-2025		1101500002	425	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	2			2.522.503	0
5246900		08-01-2025		1101500002	1232	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	2			1.528.000	0
7595676		08-01-2025		1101500002	583	REG MONEDA	REG MONEDA	36			0	-12.000.000
7602047		09-01-2025		1101500002	1687	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	36			2.135.124	0
7602049		09-01-2025		1101500002	1687	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	36			275.217	0
599911		09-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	55			0	-97.256
600105		09-01-2025		1101500002	233	56-CURSA CANJE NO ENVIADO	INGRESOS VARIOS PESOS	55			374.570	0
600215		09-01-2025		1101500002	233	03-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	55			531.379	0
600217		09-01-2025		1101500002	233	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	55			99.030	0
600218		09-01-2025		1101500002	233	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	55			531.200	0
600229		09-01-2025		1101500002	233	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	55			0	-99.030
600232		09-01-2025		1101500002	449	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	55			0	-93.655
600233		09-01-2025		1101500002	449	02-VALOR CHEQUES	RECEPCION DE VALORES EN CAJA PESOS	55			93.655	0
813986		09-01-2025		1101500002	1763	02-CON DOCUMENTO	DEPOSITO CUENTA VISTA CUENTA VISTA PERSONA PESOS	58			504.000	0
814184		09-01-2025		1101500002	1763	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	58			5.616.010	0
814196		09-01-2025		1101500002	1763	73-OP INGRESO CHQS	INGRESOS VARIOS PESOS	58			2.468.000	0
814201		09-01-2025		1101500002	1763	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	58			0	-1.898.200
1215102		09-01-2025		1101500002	583	CANJE ENVIADO	CANJE ENVIADO	54			0	-3.137.110
1215657		09-01-2025		1101500002	3050	02-CON DOCUMENTO	DEPOSITO CUENTA CORRIENTE CTA CTE EMPRESAS PESOS	54			58.723	0
1215679		09-01-2025		1101500002	3050	54-54-OP CANJE NO ENVIADO	EGRESOS VARIOS PESOS	54			0	-58.723
1215684		09-01-2025		1101500002	3050	01-VALOR MONEDA NACIONAL	VENTA CHEQUES MONEDA EXTRANJEA PESOS	54			378.601	0
